user_id,date_subscribed,no_newsletters_sent,source,blog_title
7949,2023-07-25,3,Organic Search,Yoga
3718,2023-04-26,1,Referral,Diet
3936,2023-05-08,5,Social,Nutrition
4703,2023-03-06,4,Social,Gym Training
2676,2023-03-01,1,Organic Search,Fitness
1004,2023-04-24,4,Direct,Fitness
9552,2023-03-06,4,Email,Gym Training
6991,2023-07-11,5,Email,Gym Training
1091,2023-11-11,2,Direct,Meditation
8713,2023-08-21,1,Referral,Meditation
2021,2023-06-01,5,Referral,Yoga
2007,2023-07-24,4,Organic Search,Yoga
2928,2023-06-17,4,Direct,Nutrition
5042,2023-03-24,4,Social,Diet
4084,2023-02-26,5,Organic Search,Yoga
4451,2023-04-05,4,Organic Search,Yoga
2889,2023-02-27,5,Organic Search,Yoga
8790,2023-06-22,2,Organic Search,Meditation
5138,2023-11-19,3,Referral,Yoga
9586,2023-04-22,5,Direct,Gym Training
4024,2023-11-29,2,Direct,Yoga
7165,2023-03-22,3,Direct,Gym Training
3918,2023-04-20,4,Social,Gym Training
2521,2023-08-27,4,Direct,Nutrition
7626,2023-09-17,3,Referral,Fitness
9765,2023-01-18,5,Referral,Nutrition
5615,2023-06-12,2,Referral,Nutrition
5877,2023-11-21,5,Direct,Nutrition
6658,2023-12-04,3,Organic Search,Diet
5947,2023-03-20,5,Organic Search,Gym Training
8158,2023-08-07,1,Email,Fitness
6212,2023-12-05,2,Organic Search,Meditation
1205,2023-03-17,2,Organic Search,Yoga
9676,2023-12-27,5,Direct,Gym Training
7148,2023-07-20,3,Direct,Nutrition
6767,2023-05-26,3,Organic Search,Nutrition
1054,2023-12-11,2,Direct,Diet
6325,2023-09-21,4,Referral,Nutrition
4920,2023-10-18,3,Direct,Gym Training
8559,2023-10-13,5,Direct,Nutrition
5260,2023-02-07,5,Direct,Nutrition
5300,2023-08-22,2,Social,Meditation
8507,2023-11-17,1,Organic Search,Nutrition
6942,2023-08-01,5,Organic Search,Gym Training
3430,2023-03-05,4,Organic Search,Fitness
7223,2023-11-02,1,Referral,Nutrition
9587,2023-04-04,2,Organic Search,Fitness
3993,2023-03-17,4,Referral,Gym Training
4996,2023-07-17,2,Social,Fitness
4522,2023-08-18,3,Organic Search,Gym Training
6384,2023-11-22,1,Social,Gym Training
9348,2023-02-07,4,Direct,Gym Training
5916,2023-10-11,4,Direct,Gym Training
5413,2023-01-21,5,Organic Search,Gym Training
7697,2023-08-13,3,Direct,Yoga
8210,2023-08-21,2,Organic Search,Gym Training
5522,2023-06-09,5,Social,Fitness
6371,2023-03-14,2,Social,Diet
5243,2023-10-15,1,Referral,Nutrition
9061,2023-10-01,3,Social,Nutrition
8060,2023-07-29,2,Organic Search,Nutrition
1104,2023-04-23,5,Organic Search,Fitness
2653,2023-06-04,5,Organic Search,Meditation
5441,2023-05-26,1,Email,Diet
4369,2023-06-23,1,Organic Search,Nutrition
2834,2023-01-17,5,Direct,Gym Training
3905,2023-05-13,2,Email,Gym Training
1491,2023-02-27,4,Direct,Meditation
1244,2023-06-20,3,Social,Nutrition
5208,2023-11-19,4,Organic Search,Meditation
2724,2023-10-17,1,Social,Meditation
3984,2023-12-28,2,Direct,Meditation
8425,2023-10-12,5,Direct,Nutrition
7988,2023-10-26,5,Referral,Nutrition
9370,2023-09-10,2,Social,Meditation
9697,2023-06-20,3,Referral,Nutrition
3230,2023-10-27,5,Direct,Nutrition
4972,2023-06-11,2,Organic Search,Nutrition
5513,2023-05-19,4,Organic Search,Gym Training
5185,2023-01-21,3,Organic Search,Fitness
2723,2023-08-04,5,Direct,Diet
5354,2023-12-18,4,Social,Diet
6909,2023-08-18,2,Organic Search,Meditation
6389,2023-07-23,1,Direct,Gym Training
9966,2023-11-29,5,Email,Yoga
2481,2023-11-27,4,Direct,Nutrition
5853,2023-02-18,4,Social,Nutrition
7311,2023-10-31,4,Social,Nutrition
4587,2023-03-09,4,Referral,Yoga
9496,2023-10-17,3,Organic Search,Gym Training
3109,2023-06-30,2,Social,Yoga
8146,2023-09-17,2,Organic Search,Nutrition
9041,2023-10-06,3,Organic Search,Fitness
1111,2023-01-11,5,Organic Search,Nutrition
9109,2023-03-06,4,Social,Fitness
8051,2023-12-24,1,Direct,Gym Training
1969,2023-03-10,4,Email,Diet
9162,2023-12-07,2,Direct,Meditation
2765,2023-12-10,1,Direct,Gym Training
2072,2023-04-13,3,Referral,Fitness
3219,2023-12-28,4,Social,Fitness
5705,2023-12-18,5,Organic Search,Yoga
7306,2023-06-30,2,Social,Gym Training
1255,2023-11-18,5,Email,Fitness
7927,2023-08-07,5,Organic Search,Nutrition
7479,2023-12-10,1,Social,Yoga
5202,2023-03-15,4,Direct,Yoga
9490,2023-09-21,4,Email,Yoga
1716,2023-08-17,4,Social,Meditation
6503,2023-09-07,2,Referral,Meditation
7716,2023-07-25,2,Social,Yoga
2211,2023-07-15,1,Organic Search,Yoga
6900,2023-11-02,3,Organic Search,Meditation
6782,2023-07-26,4,Organic Search,Nutrition
6954,2023-03-21,3,Social,Nutrition
3567,2023-04-26,2,Social,Yoga
5025,2023-03-15,3,Social,Yoga
3467,2023-02-27,1,Direct,Fitness
8693,2023-10-07,4,Organic Search,Gym Training
6937,2023-09-04,2,Organic Search,Yoga
4229,2023-03-11,5,Referral,Gym Training
5591,2023-05-02,1,Referral,Diet
1514,2023-05-03,2,Social,Nutrition
9398,2023-10-21,5,Social,Fitness
6220,2023-02-26,2,Social,Meditation
8549,2023-03-18,4,Referral,Nutrition
2301,2023-01-29,3,Social,Gym Training
4239,2023-03-21,2,Direct,Yoga
5111,2023-04-26,2,Email,Nutrition
6922,2023-01-16,1,Organic Search,Nutrition
6781,2023-01-06,2,Organic Search,Nutrition
3474,2023-08-09,2,Direct,Meditation
9177,2023-10-20,5,Email,Meditation
7821,2023-01-07,2,Email,Diet
7062,2023-06-27,1,Direct,Meditation
8696,2023-05-13,3,Social,Yoga
1967,2023-09-24,2,Direct,Yoga
4193,2023-07-22,2,Social,Gym Training
8276,2023-11-12,5,Direct,Nutrition
8816,2023-11-18,4,Organic Search,Yoga
1915,2023-01-30,2,Organic Search,Yoga
6629,2023-08-23,2,Organic Search,Nutrition
4694,2023-01-09,1,Organic Search,Fitness
2113,2023-07-22,1,Referral,Yoga
3619,2023-10-20,1,Organic Search,Meditation
4368,2023-01-05,3,Direct,Yoga
3964,2023-11-07,2,Social,Gym Training
1819,2023-08-26,4,Social,Gym Training
5873,2023-01-09,4,Organic Search,Nutrition
8859,2023-03-15,1,Email,Gym Training
1399,2023-10-26,4,Direct,Yoga
9922,2023-10-07,1,Organic Search,Nutrition
3418,2023-08-06,3,Email,Yoga
9850,2023-04-03,2,Organic Search,Nutrition
3698,2023-09-08,4,Organic Search,Gym Training
4699,2023-01-09,4,Referral,Yoga
1509,2023-05-22,1,Referral,Fitness
4415,2023-09-08,3,Organic Search,Meditation
6751,2023-05-19,2,Referral,Gym Training
6527,2023-01-26,4,Organic Search,Nutrition
3969,2023-01-15,1,Organic Search,Gym Training
6429,2023-03-23,3,Organic Search,Gym Training
9083,2023-10-17,2,Social,Fitness
8044,2023-02-01,2,Social,Yoga
6859,2023-06-23,5,Organic Search,Nutrition
4039,2023-08-02,3,Organic Search,Yoga
5969,2023-11-09,2,Organic Search,Fitness
3382,2023-11-13,1,Organic Search,Nutrition
7465,2023-10-09,2,Social,Nutrition
8090,2023-05-21,2,Direct,Meditation
3248,2023-12-04,1,Direct,Gym Training
4922,2023-10-18,1,Referral,Fitness
9521,2023-12-06,4,Social,Diet
8521,2023-07-06,2,Social,Yoga
7889,2023-04-11,1,Social,Meditation
9986,2023-08-14,1,Social,Meditation
5370,2023-02-03,1,Organic Search,Diet
5419,2023-09-02,2,Direct,Gym Training
8130,2023-07-17,3,Direct,Yoga
5451,2023-10-14,2,Organic Search,Nutrition
4393,2023-05-19,3,Social,Nutrition
9043,2023-12-23,2,Direct,Fitness
6973,2023-02-21,3,Organic Search,Meditation
8141,2023-12-09,3,Organic Search,Yoga
3751,2023-02-25,4,Referral,Nutrition
4060,2023-11-10,2,Social,Fitness
7016,2023-07-20,1,Referral,Yoga
7617,2023-08-07,3,Email,Gym Training
7021,2023-05-25,2,Referral,Fitness
3331,2023-05-08,4,Organic Search,Fitness
7333,2023-12-28,4,Organic Search,Meditation
3391,2023-04-14,5,Organic Search,Gym Training
1834,2023-10-05,5,Organic Search,Nutrition
4216,2023-07-19,2,Organic Search,Nutrition
5180,2023-12-14,2,Organic Search,Diet
5228,2023-07-01,1,Organic Search,Gym Training
7630,2023-09-28,5,Direct,Diet
7869,2023-03-27,1,Organic Search,Nutrition
9058,2023-02-06,5,Direct,Fitness
2348,2023-08-31,5,Social,Gym Training
2433,2023-08-04,1,Direct,Yoga
9619,2023-10-22,4,Email,Gym Training
6877,2023-02-09,2,Direct,Nutrition
8355,2023-05-13,5,Direct,Fitness
7402,2023-11-13,1,Direct,Meditation
3689,2023-01-14,1,Organic Search,Meditation
1151,2023-10-08,2,Direct,Gym Training
8453,2023-10-31,4,Social,Nutrition
4651,2023-03-28,1,Organic Search,Nutrition
1036,2023-10-11,1,Email,Gym Training
4847,2023-12-05,4,Direct,Nutrition
5230,2023-10-11,4,Direct,Gym Training
5424,2023-09-22,3,Referral,Meditation
2415,2023-03-02,2,Organic Search,Yoga
8920,2023-03-10,2,Referral,Gym Training
6823,2023-02-13,4,Social,Yoga
1532,2023-07-01,4,Direct,Nutrition
5912,2023-03-08,1,Direct,Diet
4478,2023-08-28,1,Referral,Meditation
5408,2023-02-27,1,Organic Search,Meditation
5056,2023-06-29,4,Direct,Meditation
4897,2023-01-01,5,Direct,Meditation
2877,2023-09-07,5,Social,Nutrition
3178,2023-05-18,5,Email,Nutrition
9501,2023-04-02,5,Organic Search,Yoga
8099,2023-10-13,2,Organic Search,Gym Training
2069,2023-10-12,1,Organic Search,Yoga
8961,2023-01-08,2,Organic Search,Nutrition
2755,2023-06-25,4,Organic Search,Nutrition
4069,2023-04-29,1,Organic Search,Nutrition
6507,2023-03-16,2,Direct,Yoga
7756,2023-08-23,3,Email,Nutrition
8370,2023-12-04,4,Referral,Meditation
9020,2023-10-02,4,Referral,Nutrition
3691,2023-03-24,2,Direct,Gym Training
3203,2023-02-09,3,Social,Yoga
3581,2023-06-04,5,Organic Search,Yoga
5574,2023-05-24,5,Referral,Nutrition
3215,2023-07-11,4,Referral,Nutrition
2532,2023-06-03,2,Direct,Fitness
9957,2023-09-08,1,Organic Search,Gym Training
8877,2023-01-31,3,Direct,Nutrition
3423,2023-01-17,1,Social,Meditation
1800,2023-10-18,3,Direct,Gym Training
9383,2023-10-14,4,Social,Diet
1278,2023-08-16,4,Direct,Gym Training
5237,2023-08-14,1,Organic Search,Nutrition
3799,2023-11-14,5,Social,Diet
7392,2023-05-18,5,Email,Diet
7736,2023-09-03,2,Email,Fitness
6569,2023-10-21,5,Referral,Yoga
2549,2023-02-19,2,Social,Gym Training
6292,2023-10-26,2,Direct,Gym Training
1481,2023-10-27,4,Referral,Gym Training
2961,2023-02-09,1,Direct,Yoga
5788,2023-03-29,2,Social,Diet
5505,2023-06-29,4,Referral,Gym Training
8023,2023-05-23,4,Email,Gym Training
2448,2023-07-28,4,Organic Search,Meditation
8952,2023-10-16,3,Organic Search,Gym Training
8330,2023-08-09,2,Referral,Fitness
1778,2023-11-13,3,Organic Search,Diet
5856,2023-04-18,5,Social,Meditation
6072,2023-08-15,4,Direct,Diet
1376,2023-08-28,5,Social,Nutrition
1286,2023-06-08,3,Organic Search,Meditation
5358,2023-11-03,3,Email,Diet
5375,2023-01-23,1,Referral,Gym Training
1903,2023-01-30,5,Email,Meditation
2198,2023-04-09,2,Referral,Yoga
9114,2023-12-02,2,Organic Search,Yoga
1781,2023-12-14,4,Direct,Nutrition
6147,2023-02-10,4,Direct,Nutrition
7912,2023-04-07,4,Social,Gym Training
1805,2023-06-14,3,Email,Nutrition
5098,2023-11-22,2,Direct,Diet
3988,2023-11-16,4,Social,Meditation
9442,2023-03-27,4,Referral,Diet
7636,2023-09-05,5,Organic Search,Nutrition
6997,2023-07-26,4,Referral,Nutrition
8482,2023-08-30,1,Direct,Meditation
9884,2023-09-11,3,Organic Search,Nutrition
8231,2023-06-30,4,Email,Nutrition
9719,2023-09-06,2,Organic Search,Yoga
4890,2023-11-07,1,Referral,Meditation
5396,2023-07-18,1,Organic Search,Gym Training
2689,2023-07-12,5,Direct,Yoga
2674,2023-10-09,1,Direct,Fitness
5707,2023-04-08,1,Direct,Nutrition
1617,2023-03-28,5,Direct,Yoga
7983,2023-07-24,1,Organic Search,Fitness
3156,2023-07-16,3,Referral,Yoga
5579,2023-12-19,5,Social,Diet
6444,2023-10-18,5,Referral,Nutrition
6199,2023-07-01,3,Direct,Meditation
4638,2023-09-15,1,Email,Nutrition
2734,2023-06-28,5,Direct,Meditation
8588,2023-02-26,4,Email,Meditation
1535,2023-09-08,1,Email,Meditation
8256,2023-11-17,5,Direct,Fitness
7997,2023-04-08,3,Social,Nutrition
3001,2023-03-07,2,Referral,Nutrition
8320,2023-09-19,5,Email,Diet
4510,2023-10-05,4,Organic Search,Diet
9010,2023-01-07,1,Referral,Yoga
5949,2023-10-11,5,Direct,Nutrition
3743,2023-01-31,4,Social,Meditation
9189,2023-02-11,5,Organic Search,Meditation
7597,2023-05-19,3,Direct,Gym Training
4414,2023-11-09,5,Direct,Fitness
6351,2023-10-11,4,Organic Search,Nutrition
9135,2023-04-22,2,Organic Search,Nutrition
3135,2023-01-22,1,Social,Fitness
8259,2023-04-06,3,Organic Search,Yoga
3598,2023-06-04,4,Referral,Gym Training
2063,2023-01-17,2,Direct,Yoga
1973,2023-02-28,5,Direct,Nutrition
9458,2023-06-14,2,Organic Search,Nutrition
5038,2023-05-08,4,Referral,Fitness
6821,2023-10-27,1,Email,Fitness
8200,2023-01-21,4,Organic Search,Gym Training
7602,2023-01-14,2,Email,Meditation
5303,2023-08-24,1,Direct,Meditation
9141,2023-11-27,2,Organic Search,Meditation
2631,2023-12-29,4,Social,Nutrition
8308,2023-02-02,3,Referral,Yoga
1899,2023-01-31,1,Social,Diet
8281,2023-10-03,2,Social,Nutrition
8393,2023-04-05,2,Direct,Gym Training
1767,2023-07-05,1,Social,Meditation
9186,2023-04-05,4,Organic Search,Yoga
7938,2023-04-17,4,Referral,Meditation
1740,2023-01-24,1,Social,Gym Training
1190,2023-07-13,1,Referral,Yoga
9221,2023-03-20,5,Referral,Diet
5067,2023-12-24,2,Referral,Nutrition
1717,2023-09-11,3,Referral,Fitness
5482,2023-06-18,3,Direct,Diet
3383,2023-09-12,4,Organic Search,Yoga
7485,2023-01-22,3,Organic Search,Gym Training
8827,2023-04-25,1,Social,Gym Training
7730,2023-04-19,3,Social,Yoga
5099,2023-06-04,2,Email,Yoga
6966,2023-11-07,5,Referral,Nutrition
4019,2023-03-07,4,Direct,Nutrition
8404,2023-11-28,2,Email,Nutrition
9247,2023-11-15,4,Email,Nutrition
3832,2023-12-01,4,Organic Search,Nutrition
1876,2023-12-12,5,Social,Yoga
3864,2023-08-26,1,Email,Nutrition
5672,2023-06-14,2,Referral,Yoga
7523,2023-08-09,3,Social,Yoga
7341,2023-11-17,1,Direct,Nutrition
1193,2023-04-03,4,Social,Yoga
6889,2023-08-22,4,Direct,Yoga
6251,2023-12-28,5,Direct,Nutrition
8884,2023-11-26,2,Organic Search,Yoga
4709,2023-07-08,2,Direct,Meditation
9432,2023-01-23,3,Organic Search,Meditation
7323,2023-11-30,2,Direct,Nutrition
4854,2023-10-30,4,Organic Search,Gym Training
2600,2023-06-08,5,Social,Gym Training
7388,2023-01-16,3,Direct,Fitness
1246,2023-05-22,2,Social,Meditation
8522,2023-05-16,3,Referral,Gym Training
8024,2023-01-06,2,Organic Search,Yoga
2288,2023-06-27,1,Referral,Meditation
2478,2023-06-08,4,Social,Meditation
3665,2023-05-16,4,Direct,Nutrition
1743,2023-03-21,1,Referral,Meditation
6606,2023-01-22,3,Referral,Nutrition
8954,2023-06-25,2,Direct,Yoga
1965,2023-04-25,5,Direct,Meditation
8002,2023-12-15,3,Social,Yoga
5201,2023-05-06,1,Direct,Fitness
5212,2023-01-17,1,Organic Search,Nutrition
6763,2023-11-14,2,Organic Search,Fitness
3480,2023-04-26,2,Direct,Diet
4733,2023-08-14,3,Direct,Gym Training
6774,2023-09-23,1,Referral,Nutrition
2666,2023-08-19,5,Organic Search,Gym Training
7653,2023-11-10,5,Social,Nutrition
1831,2023-12-14,4,Direct,Yoga
9066,2023-12-15,2,Organic Search,Nutrition
4542,2023-01-24,3,Social,Fitness
9892,2023-05-22,4,Social,Nutrition
1544,2023-06-23,5,Social,Gym Training
4958,2023-06-28,5,Direct,Yoga
7176,2023-11-24,3,Email,Gym Training
4008,2023-09-26,4,Social,Meditation
1523,2023-05-23,2,Social,Diet
4603,2023-03-02,1,Organic Search,Nutrition
1760,2023-12-24,1,Social,Meditation
1404,2023-08-24,1,Organic Search,Gym Training
3800,2023-07-20,4,Organic Search,Meditation
2336,2023-07-19,1,Organic Search,Nutrition
7151,2023-03-01,3,Email,Diet
1884,2023-06-03,5,Email,Yoga
6896,2023-09-18,2,Organic Search,Meditation
9159,2023-04-03,5,Organic Search,Yoga
4228,2023-09-06,4,Direct,Nutrition
3652,2023-12-10,5,Organic Search,Yoga
1477,2023-07-02,2,Organic Search,Nutrition
7011,2023-07-31,3,Direct,Gym Training
5173,2023-03-02,5,Email,Meditation
4109,2023-09-03,4,Social,Gym Training
2661,2023-11-27,3,Direct,Yoga
2386,2023-07-13,3,Direct,Gym Training
4684,2023-11-30,5,Email,Nutrition
5400,2023-06-06,1,Organic Search,Meditation
5593,2023-08-05,2,Referral,Gym Training
6293,2023-05-21,2,Organic Search,Gym Training
5684,2023-06-14,5,Organic Search,Yoga
7760,2023-11-30,1,Email,Meditation
5601,2023-09-09,4,Social,Yoga
7732,2023-04-12,2,Direct,Diet
2014,2023-11-08,5,Referral,Nutrition
3919,2023-11-27,1,Direct,Yoga
2992,2023-02-24,1,Direct,Nutrition
4716,2023-06-05,1,Organic Search,Nutrition
9311,2023-10-30,2,Direct,Gym Training
4275,2023-06-24,2,Organic Search,Meditation
6313,2023-03-07,5,Referral,Gym Training
6795,2023-02-08,4,Social,Gym Training
4871,2023-03-25,1,Direct,Nutrition
6986,2023-12-22,5,Social,Diet
5385,2023-10-20,2,Organic Search,Meditation
1986,2023-04-22,5,Referral,Yoga
4306,2023-06-05,2,Social,Fitness
8927,2023-05-09,4,Social,Nutrition
4407,2023-03-26,3,Organic Search,Nutrition
3371,2023-09-16,2,Organic Search,Gym Training
1019,2023-11-21,5,Organic Search,Gym Training
7989,2023-07-25,2,Organic Search,Nutrition
4055,2023-09-19,5,Social,Nutrition
7029,2023-12-02,5,Organic Search,Meditation
7782,2023-10-31,3,Organic Search,Gym Training
5234,2023-08-09,4,Email,Yoga
8815,2023-01-23,2,Organic Search,Nutrition
3839,2023-01-16,1,Organic Search,Nutrition
5557,2023-03-16,3,Organic Search,Diet
8560,2023-04-06,2,Organic Search,Gym Training
6906,2023-12-06,3,Direct,Gym Training
3223,2023-10-12,3,Organic Search,Diet
9851,2023-04-06,3,Organic Search,Gym Training
1615,2023-03-07,5,Direct,Yoga
6517,2023-05-27,1,Organic Search,Gym Training
2766,2023-06-09,2,Organic Search,Diet
7993,2023-03-27,1,Direct,Yoga
4551,2023-08-29,5,Organic Search,Meditation
3169,2023-01-19,3,Organic Search,Gym Training
6894,2023-05-21,2,Direct,Yoga
9745,2023-01-31,4,Organic Search,Diet
1772,2023-05-09,1,Social,Diet
5125,2023-01-08,3,Referral,Meditation
5739,2023-07-02,4,Direct,Meditation
9332,2023-10-14,1,Organic Search,Yoga
8343,2023-07-26,3,Referral,Gym Training
1287,2023-01-26,2,Organic Search,Fitness
7725,2023-01-28,3,Email,Nutrition
5246,2023-01-24,1,Social,Meditation
2371,2023-12-27,1,Email,Nutrition
5881,2023-08-21,5,Organic Search,Meditation
8871,2023-10-22,5,Organic Search,Gym Training
3933,2023-02-02,3,Direct,Nutrition
8315,2023-06-03,1,Social,Yoga
1343,2023-01-02,3,Organic Search,Nutrition
3940,2023-07-14,2,Email,Gym Training
8081,2023-11-24,1,Direct,Nutrition
2364,2023-03-15,4,Organic Search,Fitness
4696,2023-08-25,1,Social,Meditation
7922,2023-12-15,4,Direct,Meditation
2913,2023-10-05,5,Referral,Nutrition
6798,2023-11-19,5,Direct,Gym Training
1368,2023-09-07,2,Referral,Yoga
6766,2023-11-02,4,Referral,Diet
9503,2023-01-04,1,Social,Meditation
3730,2023-11-02,4,Direct,Meditation
3935,2023-04-06,2,Organic Search,Meditation
2736,2023-02-07,2,Organic Search,Gym Training
6830,2023-11-29,4,Organic Search,Yoga
1319,2023-08-07,3,Organic Search,Fitness
1708,2023-11-28,4,Social,Yoga
8826,2023-07-01,4,Organic Search,Gym Training
8870,2023-12-19,5,Organic Search,Meditation
5709,2023-02-27,4,Direct,Gym Training
5435,2023-02-20,3,Organic Search,Gym Training
2894,2023-04-22,3,Referral,Nutrition
8726,2023-03-14,2,Organic Search,Diet
4328,2023-06-05,3,Direct,Nutrition
1613,2023-03-08,5,Email,Yoga
2025,2023-04-12,4,Social,Diet
7250,2023-08-17,2,Social,Nutrition
8045,2023-03-24,4,Organic Search,Meditation
1277,2023-08-01,3,Referral,Diet
8176,2023-09-24,2,Organic Search,Nutrition
2212,2023-06-04,5,Organic Search,Gym Training
9570,2023-04-11,1,Organic Search,Gym Training
6514,2023-08-02,2,Organic Search,Nutrition
4621,2023-01-04,5,Referral,Yoga
9726,2023-04-14,2,Email,Yoga
1999,2023-03-18,3,Direct,Diet
4964,2023-10-26,5,Direct,Yoga
8984,2023-06-26,3,Email,Nutrition
8486,2023-01-28,2,Social,Gym Training
2717,2023-06-28,2,Organic Search,Gym Training
4506,2023-10-17,4,Referral,Nutrition
1354,2023-10-02,5,Organic Search,Gym Training
6744,2023-11-02,1,Email,Diet
5439,2023-08-26,4,Direct,Nutrition
6884,2023-12-19,3,Organic Search,Meditation
4052,2023-06-18,2,Social,Yoga
1119,2023-08-15,4,Direct,Gym Training
6071,2023-03-06,1,Referral,Gym Training
2280,2023-02-06,3,Organic Search,Gym Training
4524,2023-03-13,4,Direct,Nutrition
9908,2023-03-10,3,Organic Search,Meditation
1567,2023-02-13,4,Social,Diet
5159,2023-12-24,1,Email,Gym Training
3370,2023-11-28,3,Organic Search,Nutrition
5421,2023-02-04,2,Direct,Meditation
8705,2023-02-08,2,Referral,Nutrition
2809,2023-07-22,1,Referral,Nutrition
9416,2023-10-26,5,Organic Search,Yoga
2451,2023-10-31,5,Social,Nutrition
4775,2023-03-10,1,Direct,Yoga
1159,2023-10-16,1,Organic Search,Nutrition
7607,2023-02-20,5,Social,Meditation
9101,2023-12-10,2,Organic Search,Diet
9972,2023-09-21,4,Social,Meditation
5002,2023-02-24,4,Referral,Gym Training
1297,2023-05-17,5,Social,Nutrition
5102,2023-08-26,3,Organic Search,Gym Training
9410,2023-11-26,5,Referral,Meditation
8660,2023-02-09,3,Direct,Yoga
2903,2023-04-07,5,Social,Diet
7691,2023-05-08,3,Direct,Gym Training
3049,2023-12-23,3,Direct,Gym Training
7864,2023-11-04,5,Organic Search,Yoga
5251,2023-12-07,2,Referral,Nutrition
7556,2023-08-21,3,Organic Search,Yoga
6924,2023-11-16,3,Referral,Yoga
7199,2023-10-06,1,Direct,Diet
2656,2023-05-03,4,Referral,Gym Training
5710,2023-11-12,3,Social,Meditation
1299,2023-02-13,5,Email,Yoga
7577,2023-01-23,1,Social,Diet
4303,2023-09-30,3,Organic Search,Yoga
8645,2023-10-27,5,Social,Yoga
6974,2023-10-11,2,Direct,Yoga
1921,2023-10-10,4,Social,Yoga
9773,2023-08-26,2,Social,Yoga
5803,2023-04-05,3,Direct,Nutrition
8735,2023-09-25,3,Organic Search,Nutrition
7661,2023-04-16,3,Social,Fitness
5797,2023-11-28,3,Organic Search,Meditation
7177,2023-10-26,4,Organic Search,Meditation
5524,2023-11-27,4,Social,Meditation
6398,2023-02-28,2,Direct,Nutrition
7280,2023-01-23,5,Referral,Nutrition
9192,2023-11-20,5,Direct,Gym Training
5857,2023-11-22,5,Organic Search,Meditation
4046,2023-06-01,3,Direct,Fitness
3266,2023-09-10,2,Social,Meditation
7070,2023-03-11,3,Social,Diet
6270,2023-11-04,4,Referral,Diet
8812,2023-08-09,5,Direct,Nutrition
9057,2023-12-09,1,Email,Nutrition
7960,2023-09-05,3,Direct,Meditation
5401,2023-03-17,5,Referral,Yoga
7770,2023-07-16,5,Referral,Fitness
7515,2023-03-07,2,Social,Nutrition
2425,2023-11-11,5,Referral,Nutrition
5976,2023-11-05,1,Direct,Fitness
1355,2023-08-14,4,Organic Search,Diet
9883,2023-01-15,1,Referral,Yoga
7131,2023-08-16,3,Organic Search,Gym Training
5023,2023-02-15,2,Organic Search,Fitness
5414,2023-05-27,3,Organic Search,Meditation
2232,2023-08-02,4,Referral,Fitness
3962,2023-11-23,1,Direct,Nutrition
3324,2023-01-23,2,Direct,Yoga
4772,2023-11-30,3,Social,Meditation
8552,2023-04-21,5,Referral,Meditation
8915,2023-03-02,1,Referral,Meditation
8655,2023-09-12,1,Direct,Yoga
8828,2023-07-22,4,Email,Nutrition
3828,2023-11-17,3,Organic Search,Yoga
2485,2023-01-15,2,Email,Gym Training
7715,2023-09-19,4,Organic Search,Nutrition
2226,2023-11-07,2,Direct,Yoga
1766,2023-09-15,5,Organic Search,Meditation
1169,2023-04-14,5,Organic Search,Diet
2526,2023-08-28,3,Direct,Yoga
7362,2023-02-06,2,Direct,Gym Training
1323,2023-03-21,1,Social,Gym Training
8018,2023-05-18,2,Social,Gym Training
3241,2023-07-02,1,Organic Search,Meditation
6524,2023-06-23,4,Organic Search,Fitness
2272,2023-01-30,4,Social,Diet
8395,2023-12-08,4,Organic Search,Nutrition
3443,2023-12-22,4,Organic Search,Meditation
6952,2023-05-25,4,Referral,Yoga
8209,2023-08-12,1,Referral,Meditation
9386,2023-01-09,5,Organic Search,Yoga
6159,2023-05-29,4,Organic Search,Meditation
4374,2023-06-28,4,Organic Search,Diet
3521,2023-01-11,4,Social,Yoga
9774,2023-01-24,3,Social,Fitness
6570,2023-05-31,3,Direct,Nutrition
9224,2023-01-01,4,Email,Gym Training
8352,2023-06-15,3,Organic Search,Nutrition
7588,2023-08-22,4,Direct,Fitness
8650,2023-03-29,1,Email,Meditation
2966,2023-03-07,3,Social,Yoga
5837,2023-07-27,3,Organic Search,Diet
1963,2023-09-12,2,Referral,Nutrition
7961,2023-04-01,4,Direct,Nutrition
7052,2023-08-02,3,Social,Fitness
3119,2023-05-20,5,Organic Search,Diet
2190,2023-04-27,3,Referral,Gym Training
8822,2023-11-22,2,Organic Search,Diet
5047,2023-11-02,3,Direct,Meditation
2103,2023-02-25,2,Direct,Nutrition
9905,2023-05-03,5,Direct,Gym Training
4803,2023-11-17,1,Email,Meditation
2395,2023-04-01,4,Referral,Nutrition
6035,2023-12-27,2,Direct,Fitness
6728,2023-01-15,3,Referral,Meditation
5886,2023-10-09,4,Direct,Yoga
6164,2023-04-08,4,Email,Meditation
7283,2023-04-05,2,Social,Nutrition
6992,2023-12-25,4,Organic Search,Yoga
5073,2023-11-30,4,Email,Meditation
9912,2023-09-09,4,Organic Search,Nutrition
4385,2023-06-27,5,Social,Yoga
9283,2023-10-23,4,Social,Diet
7202,2023-04-18,1,Referral,Nutrition
8451,2023-01-30,2,Direct,Nutrition
2040,2023-05-13,2,Direct,Gym Training
1222,2023-05-01,4,Email,Nutrition
7444,2023-11-09,1,Organic Search,Gym Training
2937,2023-11-09,5,Referral,Nutrition
4058,2023-09-10,2,Email,Nutrition
